date	k1_bd_pc	k1_bd_mob	k1_sg_pc	k1_sg_mob	k1_weixin	k1_media	k2_bd_pc	k2_bd_mob	k2_sg_pc	k2_sg_mob	k2_weixin	k2_media	k3_bd_pc	k3_bd_mob	k3_sg_pc	k3_sg_mob	k3_weixin	k3_media	k4_bd_pc	k4_bd_mob	k4_sg_pc	k4_sg_mob	k4_weixin	k4_media	k5_bd_pc	k5_bd_mob	k5_sg_pc	k5_sg_mob	k5_weixin	k5_media	k6_bd_pc	k6_bd_mob	k6_sg_pc	k6_sg_mob	k6_weixin	k6_media	k7_bd_pc	k7_bd_mob	k7_sg_pc	k7_sg_mob	k7_weixin	k7_media	k8_bd_pc	k8_bd_mob	k8_sg_pc	k8_sg_mob	k8_weixin	k8_media	k9_bd_pc	k9_bd_mob	k9_sg_pc	k9_sg_mob	k9_weixin	k9_media	k10_bd_pc	k10_bd_mob	k10_sg_pc	k10_sg_mob	k10_weixin	k10_media
2017/3/12	125	903	262	890	66	16	57	227	65	164	0	0	123	106	4	34	0	0	NA	NA	2	38	0	0	144	NA	242	516	45679	5	74	243	83	115	0	1	76	125	229	75	0	15	101	276	112	301	0	1	57	NA	0	10	NA	0	101	208	27	30	0	0
2017/3/13	212	890	657	844	704	184	61	220	302	161	0	0	186	102	14	76	0	4	NA	NA	2	40	0	0	179	NA	289	488	78658	5	110	202	151	146	0	1	74	135	206	78	0	23	114	250	180	232	468	1	59	NA	1	20	NA	0	340	281	86	40	0	0
2017/3/14	200	890	353	816	576	77	63	239	96	151	0	0	135	91	5	30	0	8	NA	NA	5	49	0	0	165	NA	318	496	12875	13	78	211	100	88	0	10	68	135	213	79	0	30	108	228	163	247	648	20	59	NA	1	8	NA	0	281	299	97	64	0	0
2017/3/15	204	929	397	773	2274	174	59	212	119	160	0	0	159	95	5	33	0	8	NA	NA	6	22	0	0	162	NA	297	513	51	10	83	215	86	100	229	5	70	135	174	61	0	32	114	229	181	225	966	10	64	NA	5	4	NA	0	281	270	93	66	0	0
2017/3/16	223	909	427	848	1750	124	74	195	123	140	0	0	163	89	6	21	0	3	NA	NA	2	34	0	0	218	NA	324	498	3370	16	80	205	104	136	34	7	85	144	213	59	0	36	101	236	179	236	930	5	63	NA	7	15	NA	0	268	268	76	63	0	1
2017/3/17	257	937	472	954	1700	40	78	256	118	237	0	0	182	95	10	31	0	2	NA	NA	5	40	0	0	245	NA	548	451	0	4	140	239	92	91	0	9	85	151	199	49	628	62	142	307	282	300	662	11	61	NA	1	15	NA	0	285	248	79	49	0	0
2017/3/18	179	967	340	1111	945	58	78	232	97	224	0	0	114	78	10	37	0	9	NA	NA	2	44	0	0	190	NA	463	489	0	1	121	287	104	88	0	0	76	144	207	72	1453	28	91	392	233	481	85	4	63	NA	3	14	NA	0	125	179	40	32	0	1
2017/3/19	163	978	501	1141	96	43	78	260	94	195	0	0	112	118	18	33	0	0	NA	NA	2	52	0	0	205	NA	460	706	0	0	151	303	108	93	0	1	74	155	237	91	0	8	101	326	195	473	0	3	57	NA	2	18	NA	0	116	215	25	37	0	0
2017/3/20	218	934	518	962	38538	59	97	212	154	146	0	0	151	95	3	61	0	2	NA	NA	3	28	0	0	310	NA	636	545	0	5	186	224	127	130	0	4	125	127	214	84	0	28	142	248	274	408	452	11	59	NA	1	12	NA	0	354	319	110	47	0	0
2017/3/21	223	920	396	966	22270	103	80	189	93	143	11871	0	142	87	12	26	0	8	NA	NA	1	30	0	1	239	NA	480	547	0	11	191	205	139	121	0	9	97	119	233	69	0	33	116	248	262	321	537	11	59	NA	1	6	NA	0	313	329	98	56	0	0
2017/3/22	212	935	449	975	4886	200	91	181	136	139	4683	0	165	97	14	52	0	15	NA	NA	4	49	0	0	291	NA	562	459	11	6	169	195	156	111	0	19	101	121	266	52	0	58	123	234	278	294	545	22	61	NA	1	22	NA	0	301	267	112	48	0	0
2017/3/23	231	917	589	747	17	300	83	176	289	150	0	0	182	91	22	49	26	100	NA	NA	2	48	0	1	262	NA	526	495	2	24	148	228	127	105	0	27	110	121	228	90	0	88	123	229	281	288	467	35	59	NA	5	6	NA	0	237	225	68	45	0	0
2017/3/24	195	926	378	929	1761	63	85	205	155	159	0	0	219	177	81	146	9595	144	NA	NA	11	38	0	0	299	NA	510	481	0	1	152	198	117	148	0	5	110	112	214	95	0	16	102	222	263	288	494	2	61	NA	3	23	NA	0	265	223	89	25	0	0
2017/3/25	150	918	332	934	1019	51	70	229	129	145	853	0	99	106	7	60	3106	25	NA	NA	0	29	0	0	202	NA	390	551	0	1	95	224	66	96	0	8	76	147	222	87	0	2	93	274	147	259	73	5	57	NA	2	15	NA	0	101	190	30	15	0	0
2017/3/26	155	955	332	1032	158	42	72	220	118	167	158	0	82	102	8	55	1042	12	NA	NA	0	27	0	0	180	NA	399	491	0	4	95	243	83	99	0	1	80	132	155	71	0	32	70	245	150	266	0	4	57	NA	2	36	NA	0	93	205	17	16	0	0
2017/3/27	218	908	474	821	1537	137	82	208	143	147	0	0	127	102	16	29	2219	148	NA	NA	6	25	0	0	307	NA	531	475	589	16	137	208	125	126	0	10	106	119	178	90	175	73	125	236	233	228	917	11	57	NA	4	20	NA	0	299	319	115	48	2342	50
2017/3/28	190	914	472	710	603	219	80	211	146	111	0	0	135	108	32	31	392	243	NA	NA	22	24	0	0	257	NA	511	466	690	15	112	186	87	65	0	22	99	99	238	50	36	71	121	231	190	280	416	22	59	NA	11	12	NA	0	245	248	92	65	243	17
2017/3/29	225	935	401	893	1817	147	76	232	141	153	0	0	150	82	7	26	23	97	NA	NA	9	28	0	0	222	NA	507	477	30	34	129	189	99	68	0	20	102	123	260	41	0	71	97	254	202	252	635	20	57	NA	1	17	NA	0	231	287	84	39	0	49
2017/3/30	212	905	438	814	1772	196	89	235	151	147	0	0	163	82	7	33	52	110	NA	NA	3	25	0	1	239	NA	563	464	10	51	150	232	100	112	0	33	87	116	237	69	0	69	116	240	254	261	664	24	63	NA	2	18	NA	0	236	264	93	49	0	20
2017/3/31	184	870	331	740	30	90	82	208	100	142	0	0	118	91	15	9	11	59	NA	NA	4	25	0	0	240	NA	418	421	71	13	112	191	97	88	0	17	80	134	180	44	2	29	110	188	141	240	742	14	57	NA	2	9	NA	0	208	256	79	38	0	11
2017/4/1	179	867	269	687	20667	156	91	195	89	116	0	0	129	95	8	25	0	58	NA	NA	2	24	0	0	212	NA	494	372	8	22	137	180	65	65	0	22	85	102	167	49	0	71	101	208	211	231	744	14	59	NA	5	13	NA	0	168	188	51	34	0	3
2017/4/2	127	898	192	834	3447	16	66	178	58	137	0	0	85	95	5	27	0	14	NA	NA	3	31	0	0	155	NA	361	366	0	2	91	204	38	95	0	11	74	104	447	56	0	17	76	213	107	238	74	5	0	NA	2	9	NA	0	68	125	11	17	0	1
2017/4/3	140	907	168	954	20	38	64	198	64	179	0	0	89	87	0	30	0	2	NA	NA	7	33	0	0	162	NA	298	446	0	3	91	212	60	101	0	2	83	132	546	44	0	20	85	242	120	252	0	18	0	NA	0	11	NA	0	59	137	12	23	0	8
2017/4/4	157	933	224	1017	2	27	76	229	61	187	0	0	95	97	92	35	0	25	NA	NA	0	38	0	0	176	NA	378	454	0	5	102	202	25	84	0	7	63	116	534	100	0	9	89	279	126	286	12	10	63	NA	2	8	NA	0	82	166	28	17	0	10
2017/4/5	281	924	426	994	0	109	97	219	144	199	0	0	186	104	27	62	0	25	NA	NA	4	46	0	1	254	NA	606	502	0	22	142	211	98	88	0	8	83	123	580	122	0	28	123	253	181	280	649	17	59	NA	4	27	NA	0	273	288	86	42	0	0
