id,p11,p13,p16,p18,p20,p22,p23,p24,p27,p28,p33,p35,p39,p43,p46,p50,p52,p56,p58,p60,p65,p68,p73,p77,income,p82,p85
调查户2753,29,4,1,0,0,88.07985907,12.94773928,0,0,-1.027598356,0,1,0,0,3,0,0,300,160,560,180,2,4,0,8515,23806.09223,7746.843256
调查户2754,68,3,0,1,1,87.05745792,16.10562972,0,0,-3.163087638,0,1,0,0,5,0,0,2000,1000,900,180,2,1,0,11486.66667,23806.09223,7746.843256
调查户2755,54,3,0,0,0,97.4025974,7.824675325,0,0,-5.227272727,0,1,0,0,0.5,0,0,200,0,160,200,2,4,1,10266.66667,23806.09223,7746.843256
调查户2756,58,5,0,0,1,89.78675645,6.734006734,0,0,3.479236813,0,1,0,300,0,0,0,700,400,3300,160,2,1,0,8910,23806.09223,7746.843256
调查户2757,50,4,0,0,1,28.63790943,75.40361554,0,0,-4.041524969,0,1,0,0,0.8,0,0,2500,1564,331,180,2,1,0,6983.75,23806.09223,7746.843256
调查户2758,31,3,0,0,0,98.75567845,10.36934624,0,0,-9.125024689,0,1,0,0,3,0,0,200,120,900,160,2,4,0,8438.333333,23806.09223,7746.843256
调查户2759,53,4,1,0,1,86.20689655,16.81034483,0,0,-3.017241379,1,0,0,0,2,0,0,1500,500,780,240,2,1,0,5800,23806.09223,7746.843256
调查户2760,54,6,1,1,1,54.37146585,16.63766855,0,0,28.99086559,0,1,0,0,2,0,0,60000,30000,15376,270,2,1,0,9196,23806.09223,7746.843256
调查户2761,45,4,1,0,1,61.23948722,14.28921368,0,0,24.47129909,1,0,0,0,4,0,0,48065,25848,854,300,2,1,1,6123.5,23806.09223,7746.843256
调查户2762,63,3,0,1,1,87.48906387,6.56167979,0,0,5.949256343,1,1,0,425,0,1,0,60000,32000,1240,400,2,1,0,9144,23806.09223,7746.843256
调查户2763,40,5,1,0,0,86.73818763,6.847751655,0,0,6.414060717,1,0,0,500,0,0,0,300,140,3260,160,2,4,0,8762,23806.09223,7746.843256
调查户2764,68,6,1,1,0,102.1464371,5.522717368,0,0.002723905,-7.671878405,0,1,0,360,3,0,0,700,100,687,350,2,5,0,12237.33333,23806.09223,7746.843256
调查户2765,42,4,1,0,0,95.7330503,16.49844242,0,0,-12.23149273,0,1,0,0,1.21,0,0,200,0,447,180,2,5,1,7834.285,23806.09223,7746.843256
调查户2766,58,5,1,0,1,85.68686592,14.00123389,0,0.006854949,0.305045243,1,0,0,0,2.7,0,0,200,0,439,275,2,1,0,5835.2,23806.09223,7746.843256
调查户2767,53,1,0,0,0,0,8.078994614,0,0,91.92100539,0,1,0,0,2,0,0,200,60,320,200,2,4,0,25065,23806.09223,7746.843256
调查户2768,58,5,0,0,0,93.84164223,6.940371457,0,0,-0.782013685,0,1,0,0,2,0,0,200,60,450,110,2,5,1,10230,23806.09223,7746.843256
调查户2769,46,6,1,1,0,89.42544154,11.5259458,0,-0.496808009,-0.454579328,0,1,0,0,2,0,1,400,200,207,260,2,5,0,6709.5,23806.09223,7746.843256
调查户2770,48,2,0,0,1,75.69783946,1.892445986,0,0,22.40971456,0,1,0,300,0,1,0,10000,6000,15610,90,2,1,1,31705,23806.09223,7746.843256
调查户2771,52,3,0,0,0,97.76604585,2.932981376,0,0,-0.699027228,0,1,0,480,0,0,0,3000,1000,211,2015,2,5,1,20457,23806.09223,7746.843256
调查户2772,43,4,1,0,0,29.41176471,9.102941176,0,0.002941176,61.48235294,0,1,0,120,2,0,0,100,0,554,160,2,5,0,8500,23806.09223,7746.843256
调查户2773,40,3,1,0,0,0,22.45770951,0,0.019443904,77.52284659,0,0,1,0,3.2,0,0,0,0,594,120,2,5,0,3428.666667,23806.09223,7746.843256
调查户2774,39,4,1,0,0,100.8471158,3.025413473,0,0.001260589,-3.873789835,0,1,0,300,0,1,0,450,0,107,30,2,5,1,19832,23806.09223,7746.843256
调查户2775,42,4,1,1,0,83.31886825,5.901753168,0,0.086790488,10.69258809,0,1,0,150,0,0,0,8333,5833,420,200,2,3,0,14402.5,23806.09223,7746.843256
调查户2776,54,2,0,0,0,91.91645815,11.36189552,0,0.025532349,-3.303886024,0,1,0,0,2,0,0,0,0,333,385,2,5,1,9791.5,23806.09223,7746.843256
调查户2777,59,5,0,1,0,79.9411633,6.139481342,0,0.383717584,13.53563777,0,1,0,0,4,0,0,1000,0,756,300,2,5,0,12509.2,23806.09223,7746.843256
调查户2778,44,4,1,1,0,87.58471997,7.006777598,0,0.010364192,5.398138241,1,0,0,550,0,0,0,1800,1440,449,330,2,5,0,8563.1375,23806.09223,7746.843256
调查户2779,60,4,0,1,1,64.53828371,11.83201868,0,0.016753063,23.61294455,0,1,1,0,1,0,0,500,350,1871,225,2,1,0,9296.8075,23806.09223,7746.843256
调查户2780,58,2,0,0,0,54.50809173,12.20981255,0,0.010356537,33.27173919,1,1,1,0,1.8,0,0,2000,1000,464,300,2,3,0,9172.95,23806.09223,7746.843256
调查户2781,61,2,0,1,0,0,13.33056478,0,0,86.66943522,0,1,0,0,1,0,0,200,0,165,210,2,3,0,6020,23806.09223,7746.843256
调查户2782,53,2,0,0,0,57.78760167,3.322787096,0,0.002407817,38.88720342,1,1,0,0,2,1,0,500,0,458,240,2,5,0,25957.125,23806.09223,7746.843256
调查户2783,48,4,1,0,1,132.9492577,11.58557817,0,0.003165459,-44.53800133,1,1,0,0,2.6,0,0,1200,960,310,225,2,1,0,7897.75,23806.09223,7746.843256
调查户2784,40,4,0,1,0,78.2910189,12.07918577,0,0,9.629795325,0,1,0,0,3,0,0,250,80,655,130,3,3,0,11176.25,23806.09223,7746.843256
调查户2785,55,2,0,0,0,44.3544214,26.35687567,0,0.739240357,28.54946257,1,1,0,0,6,0,1,1200,200,15150,408,2,5,0,33818.5,23806.09223,7746.843256
调查户2786,58,2,0,0,0,0,72.00092945,0,0.211239341,27.78783121,0,0,0,0,9,0,0,750,250,15804,360,2,5,0,71009.5,23806.09223,7746.843256
调查户2787,80,3,0,1,0,16.66666667,11.81481481,0,0,71.51851852,1,0,0,0,4,0,0,300,0,13500,250,2,3,0,18000,23806.09223,7746.843256
调查户2788,42,3,0,1,1,54.34782609,24.56521739,0,1.086956522,20,1,0,1,0,6.4,0,0,150,0,480,90,3,1,0,18400,23806.09223,7746.843256
调查户2789,53,3,0,0,1,80.45052293,2.091713596,0,0,17.45776348,1,0,0,0,6,0,0,750,100,15600,360,2,1,0,24860,23806.09223,7746.843256
调查户2790,47,4,0,1,0,0,96.14795449,0,0,3.852045506,0,0,0,0,8,0,0,350,100,886,200,3,5,0,12240.25,23806.09223,7746.843256
调查户2791,49,2,0,0,1,56.67220795,38.76379024,0,0,4.564001814,1,0,0,0,5,0,0,4000,0,654,240,2,1,0,6617,23806.09223,7746.843256
调查户2792,45,2,1,0,1,35.28166529,6.115488651,0,0,58.60284605,1,1,0,0,2,0,0,1000,750,19900,240,3,1,0,42515,23806.09223,7746.843256
调查户2793,70,2,1,1,0,0,2.612045885,0,0.565943275,96.82201084,0,1,0,175,0,1,0,500,350,4271,360,3,5,0,22970.5,23806.09223,7746.843256
调查户2794,47,3,1,0,1,0,62.35697941,0,0,37.64302059,0,1,0,0,4,0,0,3333,2000,1130,240,2,1,0,34960,23806.09223,7746.843256
调查户2795,49,4,1,0,1,87.33403583,14.20442571,0,0,-1.538461538,0,1,0,0,2,0,0,4500,1800,195,200,2,1,0,5931.25,23806.09223,7746.843256
调查户2796,44,2,0,0,0,64.866296,5.215779719,13.23801959,0,16.67990469,1,1,0,0,2,1,0,0,0,15300,288,3,5,1,37770,23806.09223,7746.843256
调查户2797,41,4,1,0,1,35.01891021,42.93318392,0,0,22.04790587,1,0,0,0,5.77,0,0,100,0,16100,100,2,1,0,17847.5,23806.09223,7746.843256
调查户2798,49,1,0,0,1,0,-247.1128772,0,0,347.1128772,0,1,0,0,7,0,0,8500,3500,333,220,2,1,0,8053,23806.09223,7746.843256
调查户2799,67,2,1,1,1,28.14919071,7.301196341,0,0,64.54961295,1,1,0,0,4,0,0,4200,2280,918,275,2,1,0,5684,23806.09223,7746.843256
调查户2800,40,2,0,1,1,0,8.061014005,0,0,91.938986,0,1,0,15,1.5,0,0,1900,800,2134,110,3,1,0,18422,23806.09223,7746.843256
调查户2801,40,2,1,0,1,26.87269063,20.82633524,0,0.335908633,51.9650655,1,1,0,200,0,1,0,150,0,240,220,2,1,0,14885,23806.09223,7746.843256
调查户2802,47,3,0,0,1,78.00312012,3.510140406,19.50078003,0.585023401,-1.599063963,1,0,0,300,0,1,0,300,0,650,110,3,1,0,17093.33333,23806.09223,7746.843256
调查户2803,37,5,1,1,0,90.3784598,5.648653738,0,0,3.972886462,0,1,0,360,0,0,0,550,110,2160,420,3,4,1,10622,23806.09223,7746.843256
调查户2804,62,2,0,1,0,92.10223348,3.684089339,0,0,4.213677182,0,1,0,200,0,0,0,5000,2500,650,120,2,5,0,21715,23806.09223,7746.843256
调查户2805,40,4,1,0,0,100.4664514,9.006099749,0,0,-9.47255113,0,1,0,240,3,0,0,1000,500,200,300,2,5,1,10451.25,23806.09223,7746.843256
调查户2806,48,4,1,0,0,85.65799617,9.165405591,0,0,5.176598235,0,1,0,0,2,0,0,2000,1000,3373,110,2,5,0,8755.75,23806.09223,7746.843256
调查户2807,40,4,1,1,0,71.54155812,3.577077906,0,0.008748936,24.87261504,1,0,0,500,0,1,0,550,120,18288,360,2,3,1,16773.4675,23806.09223,7746.843256
调查户2808,48,4,1,0,0,85.03963792,2.267723678,0,0.085039638,12.60759876,0,1,0,150,0,1,0,5500,0,17303,330,2,5,0,26458.25,23806.09223,7746.843256
调查户2809,53,1,0,0,1,14.41268316,4.275762671,0,0,81.31155417,1,1,0,0,1,0,0,500,300,320,110,3,1,0,41630,23806.09223,7746.843256
调查户2810,47,3,1,0,0,74.10151908,2.223045572,0,0,23.67543535,0,1,0,200,0,1,0,600,200,320,276,2,5,0,26990,23806.09223,7746.843256
调查户2811,38,4,1,1,1,21.44925464,4.289850928,0,0,74.26089443,0,1,0,200,0,0,0,20000,12000,406,240,2,1,0,13986.5,23806.09223,7746.843256
调查户2812,65,2,1,1,1,0,2.163331531,0,0,97.83666847,0,1,0,260,0,0,0,800,350,180,360,2,1,0,27735,23806.09223,7746.843256
调查户2813,59,3,0,0,0,34.10544266,6.551087111,0,0,59.34347023,1,1,0,0,1,0,0,2000,1000,630,250,2,5,0,11728.33333,23806.09223,7746.843256
调查户2814,41,4,1,0,0,99.64520269,3.623461916,0,0,-3.268664603,0,1,0,150,0,0,0,1000,500,215,330,2,5,1,16558.75,23806.09223,7746.843256
调查户2815,39,4,1,1,0,0,9.659581032,0,0.000337319,90.34008165,0,1,0,240,0,0,0,2000,1500,680,180,2,3,0,8152.5275,23806.09223,7746.843256
调查户2816,70,1,0,1,0,0,4.643962848,0,0,95.35603715,0,1,0,120,0,1,0,2000,1400,0,70,1,3,0,12920,23806.09223,7746.843256
调查户2817,39,2,1,0,1,0,2.180232558,0,0,97.81976744,0,1,0,100,0,0,0,0,0,400,300,2,1,0,27520,23806.09223,7746.843256
调查户2818,55,3,1,0,0,0,22.12160414,0,0,77.87839586,0,1,0,0,2,0,0,250,175,700,150,2,5,0,12883.33333,23806.09223,7746.843256
调查户2819,45,1,0,0,1,51.65289256,2.066115702,0,0,46.28099174,1,1,0,120,0,0,0,0,0,450,160,2,1,0,29040,23806.09223,7746.843256
调查户2820,38,2,1,0,0,0,5.535172065,0,0,94.46482794,0,1,0,0,2,0,0,0,0,336,260,2,5,0,15808,23806.09223,7746.843256
调查户2821,69,5,1,1,1,58.65102639,33.28445748,0,0,8.064516129,0,1,0,0,1,0,0,5500,0,1250,240,2,1,0,6820,23806.09223,7746.843256
调查户2822,61,3,1,1,1,0,26.80128754,0,0.009987818,73.18872464,0,1,0,0,2,0,0,1000,700,1069,225,2,1,0,8643.863333,23806.09223,7746.843256
调查户2823,48,5,0,1,0,89.6428909,7.683676363,0,0.004635818,2.668796923,1,1,0,200,0,0,0,450,0,592,200,2,5,0,7808.762,23806.09223,7746.843256
调查户2824,42,5,1,0,1,96.6946544,4.83473272,0,0.805788787,-2.335175904,0,1,0,300,0,1,0,1000,400,101,360,2,1,0,12410.2,23806.09223,7746.843256
调查户2825,79,1,0,1,1,0,5.519779209,0,0,94.48022079,0,0,0,80,0,0,0,2000,1000,0,360,2,1,0,10870,23806.09223,7746.843256
调查户2826,29,2,0,0,1,98.81422925,1.976284585,0,0.82345191,-1.613965744,0,1,0,50,0,1,0,300,0,100,385,2,1,0,30360,23806.09223,7746.843256
调查户2827,51,1,0,0,1,93.39858781,2.241566108,0,1.344939665,3.014906415,1,1,0,180,0,1,0,0,0,977,200,2,1,0,26767,23806.09223,7746.843256
调查户2828,57,4,0,0,1,96.85703803,2.935061759,0,0.525865232,-0.317965024,0,1,0,180,0,1,0,0,0,300,270,2,1,0,20442.5,23806.09223,7746.843256
调查户2829,47,2,0,0,1,97.80114883,2.009612647,0,0.07201112,0.117227404,1,1,0,0,0,1,0,900,450,350,200,2,1,0,29856.5,23806.09223,7746.843256
调查户2830,31,1,0,0,0,101.4541765,2.029083531,0,0.202908353,-3.686168414,0,1,0,0,0,0,0,0,0,0,80,2,5,0,29570,23806.09223,7746.843256
调查户2831,75,2,0,1,1,0,5.246146196,0,0.074589756,94.67926405,0,1,0,0,2,0,0,3000,1500,1730,100,2,1,0,20110,23806.09223,7746.843256
调查户2832,20,2,0,1,0,58.85815185,3.363322963,0,2.942907593,34.83561759,0,1,1,300,0,1,0,3000,2400,679,220,2,3,0,17839.5,23806.09223,7746.843256
调查户2833,59,3,0,0,1,76.89596617,1.922399154,0,0,21.18163468,0,1,0,100,0,0,0,12600,12000,21393,106,2,1,0,31211,23806.09223,7746.843256
调查户2834,27,5,0,0,1,88.83203639,5.329922183,0,3.730945528,2.107095903,0,1,0,300,0,1,0,8000,6000,1346,200,2,1,0,11257.2,23806.09223,7746.843256
调查户2835,54,2,0,0,0,38.249694,1.314833231,0,0.205592105,60.22988066,1,1,0,350,1,1,0,2000,1600,2066,260,2,5,0,52288,23806.09223,7746.843256
调查户2836,73,2,0,1,1,22.88224795,6.864674386,0,4.232071759,66.0210059,1,0,1,360,0,1,0,10000,8064,2021,220,2,1,0,8740.4,23806.09223,7746.843256
调查户2837,29,3,0,1,1,96.23797025,3.149606299,0,0.734908136,-0.122484689,0,1,0,180,0,1,0,1200,720,300,260,2,1,0,19050,23806.09223,7746.843256
调查户2838,62,5,0,1,1,95.88493807,4.794246904,0,0.719137036,-1.398322014,0,1,0,260,0,1,0,4600,2600,215,240,2,1,0,12515,23806.09223,7746.843256
调查户2839,70,2,0,1,1,0,3.694581281,0,1.84729064,94.45812808,0,1,0,260,0,1,0,12000,9000,320,330,2,1,0,16240,23806.09223,7746.843256
调查户2840,49,4,1,1,1,15.77604467,76.54887454,0,1.091211481,6.58386931,1,0,0,600,2,1,0,2888,2500,1778,250,2,1,0,7131.065,23806.09223,7746.843256
调查户2841,48,4,0,0,1,64.58557589,7.508073197,0,0.538213132,27.36813778,0,1,0,0,1,1,0,0,0,900,300,2,1,0,9290,23806.09223,7746.843256
调查户2842,56,1,0,0,1,0,1.834090048,0,0.005410566,98.16049939,0,1,0,300,0,0,0,250,170,2452,110,2,1,0,32713.77,23806.09223,7746.843256
调查户2843,57,2,0,0,1,59.59841504,10.83607546,0,7.694697186,21.87081231,1,0,1,600,0,1,0,30000,24000,472,160,2,1,1,5537.06,23806.09223,7746.843256
调查户2844,52,3,1,0,1,32.14762877,18.3241484,42.86350503,0.00158595,6.663131856,1,0,0,0,2,0,0,300,0,1688,300,2,2,0,31106.49333,23806.09223,7746.843256
调查户2845,47,1,0,0,0,22.33597022,1.721731038,0,0,75.94229874,1,1,0,500,1,0,0,2000,2000,100,300,2,5,0,53725,23806.09223,7746.843256
调查户2846,33,4,0,0,0,105.8854672,4.80896497,0,0.176475779,-10.87090797,1,1,0,0,1,0,0,2500,1250,100,270,2,5,1,14166.25,23806.09223,7746.843256
调查户2847,57,2,0,0,0,82.68221092,11.49282732,0,1.657778329,4.16718343,1,1,0,0,3.6,1,0,1000,600,578,288,2,5,1,12094.5,23806.09223,7746.843256
调查户2848,55,2,0,0,0,99.51486503,1.243935813,0,0.049757433,-0.808558278,0,1,0,360,0,0,0,300,0,200,160,2,4,0,48234,23806.09223,7746.843256
调查户2849,40,4,0,0,0,100.6821924,2.258292167,0,0.127028934,-3.067513526,0,1,0,50,0,1,0,3000,0,100,250,2,5,0,26568.75,23806.09223,7746.843256
调查户2850,48,3,0,0,1,90.36940899,5.828346192,0,0.136996179,3.665248636,1,1,0,0,10,0,1,150,0,110,300,2,1,0,27738,23806.09223,7746.843256
调查户2851,44,3,0,0,0,110.7741,2.373730713,0,0.197810893,-13.34564157,0,1,0,175,0,0,0,300,300,350,240,2,5,0,25276.66667,23806.09223,7746.843256
调查户2852,75,3,0,1,1,55.64142195,11.74652241,0,0,32.61205564,1,0,0,0,1,0,0,600,300,4000,300,2,1,0,10783.33333,23806.09223,7746.843256
调查户2853,67,1,0,1,0,67.52194463,4.051316678,0,0,28.42673869,1,0,0,90,0,0,0,1000,340,3250,120,2,5,0,14810,23806.09223,7746.843256
调查户2854,55,2,0,0,0,68.74641946,6.249674496,0,0.010416124,24.99348992,1,0,1,0,0,0,0,2500,1500,1929,180,2,5,0,9600.5,23806.09223,7746.843256
调查户2855,53,2,0,0,1,0,16.21360563,0,4.484614323,79.30178005,0,1,1,350,0,1,0,100,0,2088,110,3,2,0,14494,23806.09223,7746.843256
调查户2856,66,2,0,1,1,33.55799613,14.09435837,0,0.00196554,52.34567996,1,0,0,0,2,0,0,700,500,179,220,2,1,0,10429.705,23806.09223,7746.843256
调查户2857,49,1,0,0,1,25.83963304,1.550377982,0,0.000620151,72.60936883,1,1,0,0,0,0,0,1000,500,15150,240,2,1,0,38700.24,23806.09223,7746.843256
调查户2858,52,3,0,0,0,96.78920428,6.421591438,0,0,-3.210795719,1,1,0,0,6,0,1,0,0,195,300,2,4,0,17908.33333,23806.09223,7746.843256
调查户2859,46,1,0,0,0,65.41886244,2.180628748,0,0,32.40050881,1,1,0,200,0,0,0,500,150,195,240,2,5,0,27515,23806.09223,7746.843256
调查户2860,60,2,0,0,1,92.74430395,3.709772158,0,3.709772158,-0.16384827,0,1,0,260,0,1,0,260,0,477,120,2,2,0,16173.5,23806.09223,7746.843256
调查户2861,40,2,1,0,1,0,2.652813087,0,0,97.34718691,0,1,0,500,0,0,0,1200,400,195,200,2,1,0,22617.5,23806.09223,7746.843256
调查户2862,55,2,0,0,1,65.2173913,5.217391304,0,0,29.56521739,1,0,1,300,0,0,0,1500,1050,720,140,2,2,0,11500,23806.09223,7746.843256
调查户2863,53,5,0,1,0,81.00302881,19.58160175,0,0,-0.584630556,0,1,0,0,3,0,1,1000,500,424,120,2,5,0,5678.8,23806.09223,7746.843256
调查户2864,49,2,1,0,0,0,3.875468286,0,0,96.12453171,0,1,0,100,0,0,0,450,200,414,95,2,4,0,15482,23806.09223,7746.843256
调查户2865,58,4,0,0,0,77.5862069,6.357758621,0,0,16.05603448,1,1,0,0,1.5,1,0,112,0,115,110,1,5,0,17400,23806.09223,7746.843256
调查户2866,63,4,0,1,1,45.38234627,26.0948491,0,0,28.52280463,1,0,0,0,2,0,0,2000,800,782,220,2,1,1,6610.5,23806.09223,7746.843256
调查户2867,44,3,0,0,0,93.78275501,3.309979588,0,0,2.907265405,0,1,0,60,0,1,0,380,0,2351,240,2,5,0,18127,23806.09223,7746.843256
调查户2868,68,6,1,1,1,87.48906387,6.175698626,0,0,6.335237507,0,1,0,0,0,1,0,6500,2548,2913,125,1,1,0,9715.5,23806.09223,7746.843256
调查户2869,69,4,0,1,1,3.193408804,5.428794967,0,0,91.37779623,1,1,0,500,0,1,0,3000,500,629,230,2,1,0,15657.25,23806.09223,7746.843256
调查户2870,90,6,1,1,1,94.36440072,7.431196556,0,0.000471822,-1.796069094,0,1,0,50,1.5,0,0,10000,5000,368,280,2,1,1,10597.21667,23806.09223,7746.843256
调查户2871,54,6,0,0,1,98.92897606,4.23981326,0,0.001648816,-3.170438138,1,1,0,500,0,1,0,10000,3000,658,300,2,1,0,14151.56667,23806.09223,7746.843256
调查户2872,66,4,1,1,1,60.63545962,16.3715741,0,0,22.99296629,1,0,1,0,4,0,0,2000,200,784,220,2,1,1,8246,23806.09223,7746.843256
调查户2873,46,5,0,1,0,87.44316194,5.246589717,0,0,7.310248339,0,1,0,700,0,1,0,3000,600,1210,180,2,5,0,11436,23806.09223,7746.843256
调查户2874,43,4,1,0,0,96.4668998,5.788013988,0,0.13505366,-2.389967442,0,1,0,400,0,1,0,1000,0,289,240,2,5,1,10366.25,23806.09223,7746.843256
调查户2875,33,6,1,1,0,77.74768079,8.455060286,0,0.000932972,13.79632596,0,1,0,0,2,0,0,1700,480,658,220,2,4,1,8574.746667,23806.09223,7746.843256
调查户2876,54,2,0,0,0,99.20608676,11.30949389,0,0.00026455,-10.5158452,1,1,0,300,2,0,0,750,0,770,150,2,5,0,7560.02,23806.09223,7746.843256
调查户2877,45,7,1,1,1,90.4604106,7.675428778,0,0.000127924,1.864032703,1,1,0,350,0,0,0,5500,0,530,300,2,1,1,7817.152857,23806.09223,7746.843256
调查户2878,56,2,0,0,0,0,38.66684453,0,0.007540035,61.32561543,0,1,0,0,6,0,0,350,0,2576,96,2,5,0,7758.585,23806.09223,7746.843256
调查户2879,43,5,1,0,1,86.97669025,18.55502725,0,0.011596892,-5.543314392,0,1,0,200,2.5,0,1,4000,1200,838,420,2,1,1,6898.4,23806.09223,7746.843256
调查户2880,58,4,0,0,1,6.420810961,5.270415664,0,0.001219954,88.30755342,1,1,0,0,2,0,0,800,100,1100,120,2,1,1,11680.7675,23806.09223,7746.843256
调查户2881,45,6,1,1,0,125.5871608,11.74321503,0,0,-37.33037578,1,1,0,240,0,1,0,12000,0,206,420,2,5,1,5109.333333,23806.09223,7746.843256
调查户2882,59,4,1,0,1,88.00804645,7.452109907,0,0.016001463,4.52384218,1,1,0,0,0.4,1,0,300,100,2439,320,1,1,1,10936.5,23806.09223,7746.843256
调查户2883,46,2,1,1,0,0,15.27547118,0,0.001264177,84.72326465,0,1,0,0,5.5,0,0,0,0,960,240,2,3,1,10678.885,23806.09223,7746.843256
调查户2884,49,4,0,0,1,0,102.4378109,0,-3.464818763,1.027007818,0,0,0,0,2.3,0,1,100,0,769,225,2,1,0,7035,23806.09223,7746.843256
调查户2885,71,5,1,1,0,87.24734623,8.724734623,0,0,4.027919151,0,1,0,150,0,1,0,3000,0,275,90,2,5,0,6877,23806.09223,7746.843256
调查户2886,39,4,1,0,0,95.43309273,9.543309273,0,0,-4.976401999,1,1,0,0,2,0,0,3000,1000,326,288,2,5,0,7204,23806.09223,7746.843256
调查户2887,44,5,1,1,1,91.47038646,6.860278985,0,0,1.669334553,0,1,0,300,0,1,0,1500,0,180,324,2,2,0,8746,23806.09223,7746.843256
调查户2888,42,5,1,0,1,89.08597787,8.514639796,0,0,2.399382337,0,1,0,0,3,0,1,4000,2800,2262,160,2,1,1,10102.6,23806.09223,7746.843256
调查户2889,46,3,1,0,1,76.81147051,26.09029615,0,0.02133652,-2.923103183,1,0,0,0,1,0,0,700,400,100,240,2,1,0,15622.66667,23806.09223,7746.843256
调查户2890,67,5,1,1,1,87.29018531,6.819545727,0,0,5.890268963,0,1,0,200,1,0,0,8500,3500,1969,280,3,1,0,10997.8,23806.09223,7746.843256
调查户2891,44,3,1,0,1,109.9124771,3.663749237,2.035416243,0,-15.61164258,0,1,0,325,0,1,0,2000,0,200,110,2,1,0,16376.66667,23806.09223,7746.843256
调查户2892,50,1,0,0,0,10.82110548,2.597065316,0,0,86.5818292,1,1,0,180,0,0,0,2000,800,623,180,2,5,1,23103,23806.09223,7746.843256
调查户2893,41,4,1,0,0,93.79827853,2.648421982,0,0.165526374,3.387773119,0,1,0,300,0,1,0,500,0,15150,280,2,5,0,22655,23806.09223,7746.843256
调查户2894,40,5,1,1,1,67.83493499,5.652911249,0,0,26.51215376,0,1,0,500,0,0,0,1000,400,15300,220,2,1,0,10614,23806.09223,7746.843256
调查户2895,67,1,0,1,0,28.47143959,1.779464974,0,0.415208494,69.33388694,1,0,0,100,0,1,0,2300,500,15508,80,2,3,0,33718,23806.09223,7746.843256
调查户2896,42,4,1,0,0,119.5616074,7.970773829,0,0,-27.53238127,0,1,0,400,0,0,0,1000,100,90,300,2,4,0,7527.5,23806.09223,7746.843256
调查户2897,34,4,1,0,0,106.974754,5.13478819,0,0.320924262,-12.43046641,0,1,0,300,0,1,0,300,0,270,400,2,5,0,11685,23806.09223,7746.843256
调查户2898,38,4,1,1,0,0,13.70217166,0,0.258531541,86.03929679,0,1,0,0,8,0,0,7000,1200,15400,260,2,5,0,9670,23806.09223,7746.843256
调查户2899,67,4,0,1,0,83.56158024,11.48971728,0,-0.464231001,5.412933476,0,1,0,0,6,0,1,500,200,1632,81,2,3,0,10770.5,23806.09223,7746.843256
调查户2900,42,5,1,0,0,90.54859962,10.72532551,0,0,-1.273925126,1,1,0,0,1.5,0,0,400,0,142,200,2,5,0,6405.4,23806.09223,7746.843256
调查户2901,53,2,0,0,0,20.27027027,4.054054054,0,0,75.67567568,1,1,0,300,0,0,0,600,300,1270,90,3,5,0,14800,23806.09223,7746.843256
调查户2902,81,2,0,0,0,27.80685684,4.089243653,0,0,68.1038995,1,1,0,300,0,0,0,100,0,298,212,2,5,0,15284,23806.09223,7746.843256
调查户2903,64,4,0,1,1,85.30135751,4.054251663,0,0,10.64439083,0,1,0,0,3,0,0,1000,0,6950,240,2,2,0,20515.5,23806.09223,7746.843256
调查户2904,66,7,1,1,0,92.90172739,6.09667586,0,0,1.001596748,1,1,0,750,0,0,0,1500,75,50,200,2,4,0,9841.428571,23806.09223,7746.843256
调查户2905,48,4,1,0,0,95.60723514,6.201550388,0,0,-1.80878553,1,0,0,300,0,0,0,350,150,160,110,2,5,0,9675,23806.09223,7746.843256
调查户2906,53,2,0,0,1,47.65119327,47.55191995,0,0,4.796886789,1,0,0,0,0.5,0,0,3900,2600,984,200,2,1,0,6295.75,23806.09223,7746.843256
调查户2907,48,4,1,0,0,93.07272969,7.990958649,0,0,-1.063688339,1,0,0,0,1,0,0,1000,0,460,100,2,5,0,9401.25,23806.09223,7746.843256
调查户2908,56,5,1,0,1,81.08108108,13.51351351,0,2.702702703,2.702702703,1,0,0,1000,0,1,0,0,0,450,180,2,1,0,4440,23806.09223,7746.843256
调查户2909,46,4,0,0,0,53.38151357,46.85254383,0,0,-0.234057406,1,0,0,0,2,0,0,600,360,366,140,2,5,0,12176.5,23806.09223,7746.843256
调查户2910,56,6,0,0,1,91.98603875,6.189714757,0,1.031619126,0.792627362,1,1,0,600,0,1,0,0,0,501,180,2,1,0,9693.5,23806.09223,7746.843256
调查户2911,46,4,0,0,0,0,100.8089608,0,0,-0.808960797,0,0,0,700,0,0,0,2000,1200,0,120,4,4,0,8035,23806.09223,7746.843256
调查户2912,45,2,0,0,1,71.37694254,1.319118179,0,0,27.30393928,1,1,0,0,2,0,0,0,0,15290,100,2,2,1,27670,23806.09223,7746.843256
调查户2913,46,3,0,1,1,64.07586583,37.80476084,0,0,-1.880626662,1,1,0,500,0,0,0,7000,4000,1873,180,2,1,0,10404.33333,23806.09223,7746.843256
调查户2914,50,5,0,0,1,97.26706564,4.505356443,0,0,-1.772422085,0,1,0,500,0.25,0,0,0,0,38,225,2,1,0,14804.6,23806.09223,7746.843256
调查户2915,51,3,0,0,1,18.67413632,83.38001867,0,0.896358543,-2.950513539,0,1,0,0,0.2,1,0,5000,3000,80,180,2,1,0,8925,23806.09223,7746.843256
